a9,0,3,-0.27,-0.295
a9,3,6,-0.27,-0.3
a9,6,10,-0.28,-0.316
a9,10,18,-0.29,-0.333
a9,18,30,-0.3,-0.352
a9,30,40,-0.31,-0.372
a9,40,50,-0.32,-0.382
a9,50,65,-0.34,-0.414
a9,65,80,-0.36,-0.434
a9,80,100,-0.38,-0.467
a9,100,120,-0.41,-0.497
a9,120,140,-0.46,-0.56
a9,140,160,-0.52,-0.62
a9,160,180,-0.58,-0.68
a9,180,200,-0.66,-0.775
a9,200,225,-0.74,-0.855
a9,225,250,-0.82,-0.935
a9,250,280,-0.92,-1.05
a9,280,315,-1.05,-1.18
a9,315,355,-1.2,-1.34
a9,355,400,-1.35,-1.49
a9,400,450,-1.5,-1.655
a9,450,500,-1.65,-1.805
a10,0,3,-0.27,-0.31
a10,3,6,-0.27,-0.318
a10,6,10,-0.28,-0.338
a10,10,18,-0.29,-0.36
a10,18,30,-0.3,-0.384
a10,30,40,-0.31,-0.41
a10,40,50,-0.32,-0.42
a10,50,65,-0.34,-0.46
a10,65,80,-0.36,-0.48
a10,80,100,-0.38,-0.52
a10,100,120,-0.41,-0.55
a10,120,140,-0.46,-0.62
a10,140,160,-0.52,-0.68
a10,160,180,-0.58,-0.74
a10,180,200,-0.66,-0.845
a10,200,225,-0.74,-0.925
a10,225,250,-0.82,-1.005
a10,250,280,-0.92,-1.13
a10,280,315,-1.05,-1.26
a10,315,355,-1.2,-1.43
a10,355,400,-1.35,-1.58
a10,400,450,-1.5,-1.75
a10,450,500,-1.65,-1.9
a11,0,3,-0.27,-0.33
a11,3,6,-0.27,-0.345
a11,6,10,-0.28,-0.37
a11,10,18,-0.29,-0.4
a11,18,30,-0.3,-0.43
a11,30,40,-0.31,-0.47
a11,40,50,-0.32,-0.48
a11,50,65,-0.34,-0.53
a11,65,80,-0.36,-0.55
a11,80,100,-0.38,-0.6
a11,100,120,-0.41,-0.63
a11,120,140,-0.46,-0.71
a11,140,160,-0.52,-0.77
a11,160,180,-0.58,-0.83
a11,180,200,-0.66,-0.95
a11,200,225,-0.74,-1.03
a11,225,250,-0.82,-1.11
a11,250,280,-0.92,-1.24
a11,280,315,-1.05,-1.37
a11,315,355,-1.2,-1.56
a11,355,400,-1.35,-1.71
a11,400,450,-1.5,-1.9
a11,450,500,-1.65,-2.05
a12,0,3,-0.27,-0.37
a12,3,6,-0.27,-0.39
a12,6,10,-0.28,-0.43
a12,10,18,-0.29,-0.47
a12,18,30,-0.3,-0.51
a12,30,40,-0.31,-0.56
a12,40,50,-0.32,-0.57
a12,50,65,-0.34,-0.64
a12,65,80,-0.36,-0.66
a12,80,100,-0.38,-0.73
a12,100,120,-0.41,-0.76
a12,120,140,-0.46,-0.86
a12,140,160,-0.52,-0.92
a12,160,180,-0.58,-0.98
a12,180,200,-0.66,-1.12
a12,200,225,-0.74,-1.2
a12,225,250,-0.82,-1.28
a12,250,280,-0.92,-1.44
a12,280,315,-1.05,-1.57
a12,315,355,-1.2,-1.77
a12,355,400,-1.35,-1.92
a12,400,450,-1.5,-2.13
a12,450,500,-1.65,-2.28
a13,0,3,-0.27,-0.41
a13,3,6,-0.27,-0.45
a13,6,10,-0.28,-0.5
a13,10,18,-0.29,-0.56
a13,18,30,-0.3,-0.63
a13,30,40,-0.31,-0.7
a13,40,50,-0.32,-0.71
a13,50,65,-0.34,-0.8
a13,65,80,-0.36,-0.82
a13,80,100,-0.38,-0.92
a13,100,120,-0.41,-0.95
a13,120,140,-0.46,-1.09
a13,140,160,-0.52,-1.15
a13,160,180,-0.58,-1.21
a13,180,200,-0.66,-1.38
a13,200,225,-0.74,-1.46
a13,225,250,-0.82,-1.54
a13,250,280,-0.92,-1.73
a13,280,315,-1.05,-1.86
a13,315,355,-1.2,-2.09
a13,355,400,-1.35,-2.24
a13,400,450,-1.5,-2.47
a13,450,500,-1.65,-2.62
b8,0,3,-0.14,-0.154
b8,3,6,-0.14,-0.158
b8,6,10,-0.15,-0.172
b8,10,18,-0.15,-0.177
b8,18,30,-0.16,-0.193
b8,30,40,-0.17,-0.209
b8,40,50,-0.18,-0.219
b8,50,65,-0.19,-0.236
b8,65,80,-0.2,-0.246
b8,80,100,-0.22,-0.274
b8,100,120,-0.24,-0.294
b8,120,140,-0.26,-0.323
b8,140,160,-0.28,-0.343
b8,160,180,-0.31,-0.373
b8,180,200,-0.34,-0.412
b8,200,225,-0.38,-0.452
b8,225,250,-0.42,-0.492
b8,250,280,-0.48,-0.561
b8,280,315,-0.54,-0.621
b8,315,355,-0.6,-0.689
b8,355,400,-0.68,-0.769
b8,400,450,-0.76,-0.857
b8,450,500,-0.84,-0.937
b9,0,3,-0.14,-0.165
b9,3,6,-0.14,-0.17
b9,6,10,-0.15,-0.186
b9,10,18,-0.15,-0.193
b9,18,30,-0.16,-0.212
b9,30,40,-0.17,-0.232
b9,40,50,-0.18,-0.242
b9,50,65,-0.19,-0.264
b9,65,80,-0.2,-0.274
b9,80,100,-0.22,-0.307
b9,100,120,-0.24,-0.327
b9,120,140,-0.26,-0.36
b9,140,160,-0.28,-0.38
b9,160,180,-0.31,-0.41
b9,180,200,-0.34,-0.455
b9,200,225,-0.38,-0.495
b9,225,250,-0.42,-0.535
b9,250,280,-0.48,-0.61
b9,280,315,-0.54,-0.67
b9,315,355,-0.6,-0.74
b9,355,400,-0.68,-0.82
b9,400,450,-0.76,-0.915
b9,450,500,-0.84,-0.995
b10,0,3,-0.14,-0.18
b10,3,6,-0.14,-0.188
b10,6,10,-0.15,-0.208
b10,10,18,-0.15,-0.22
b10,18,30,-0.16,-0.244
b10,30,40,-0.17,-0.27
b10,40,50,-0.18,-0.28
b10,50,65,-0.19,-0.31
b10,65,80,-0.2,-0.32
b10,80,100,-0.22,-0.36
b10,100,120,-0.24,-0.38
b10,120,140,-0.26,-0.42
b10,140,160,-0.28,-0.44
b10,160,180,-0.31,-0.47
b10,180,200,-0.34,-0.525
b10,200,225,-0.38,-0.565
b10,225,250,-0.42,-0.605
b10,250,280,-0.48,-0.69
b10,280,315,-0.54,-0.75
b10,315,355,-0.6,-0.83
b10,355,400,-0.68,-0.91
b10,400,450,-0.76,-1.01
b10,450,500,-0.84,-1.09
b11,0,3,-0.14,-0.2
b11,3,6,-0.14,-0.215
b11,6,10,-0.15,-0.24
b11,10,18,-0.15,-0.26
b11,18,30,-0.16,-0.29
b11,30,40,-0.17,-0.33
b11,40,50,-0.18,-0.34
b11,50,65,-0.19,-0.38
b11,65,80,-0.2,-0.39
b11,80,100,-0.22,-0.44
b11,100,120,-0.24,-0.46
b11,120,140,-0.26,-0.51
b11,140,160,-0.28,-0.53
b11,160,180,-0.31,-0.56
b11,180,200,-0.34,-0.63
b11,200,225,-0.38,-0.67
b11,225,250,-0.42,-0.71
b11,250,280,-0.48,-0.8
b11,280,315,-0.54,-0.86
b11,315,355,-0.6,-0.96
b11,355,400,-0.68,-1.04
b11,400,450,-0.76,-1.16
b11,450,500,-0.84,-1.24
b12,0,3,-0.14,-0.24
b12,3,6,-0.14,-0.26
b12,6,10,-0.15,-0.3
b12,10,18,-0.15,-0.33
b12,18,30,-0.16,-0.37
b12,30,40,-0.17,-0.42
b12,40,50,-0.18,-0.43
b12,50,65,-0.19,-0.49
b12,65,80,-0.2,-0.5
b12,80,100,-0.22,-0.57
b12,100,120,-0.24,-0.59
b12,120,140,-0.26,-0.66
b12,140,160,-0.28,-0.68
b12,160,180,-0.31,-0.71
b12,180,200,-0.34,-0.8
b12,200,225,-0.38,-0.84
b12,225,250,-0.42,-0.88
b12,250,280,-0.48,-1
b12,280,315,-0.54,-1.06
b12,315,355,-0.6,-1.17
b12,355,400,-0.68,-1.25
b12,400,450,-0.76,-1.39
b12,450,500,-0.84,-1.47
b13,0,3,-0.14,-0.28
b13,3,6,-0.14,-0.32
b13,6,10,-0.15,-0.37
b13,10,18,-0.15,-0.42
b13,18,30,-0.16,-0.49
b13,30,40,-0.17,-0.56
b13,40,50,-0.18,-0.57
b13,50,65,-0.19,-0.65
b13,65,80,-0.2,-0.66
